run_id,variant,git_sha,tbl,query_id,run,planning_ms,exec_ms,shared_hit,shared_read,chunks_in_plan,compressed_chunks_in_plan,chunk_scan_nodes,chunks_excluded_startup,vectorized_filter,rows,scan_rows,workers_launched,query_text
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q4,1,0.615,16.615,9025,0,5,5,10,0,t,1000,148800,0,"SELECT time_bucket(interval '7 days', ts) AS bucket, device_id, avg(v1) AS avg_v1, max(v2) AS max_v2 FROM metrics_tstz WHERE ts >= '2026-02-20' AND ts < '2026-03-23' GROUP BY 1, 2"
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q4,2,0.629,17.743,9025,0,5,5,10,0,t,1000,148800,0,"SELECT time_bucket(interval '7 days', ts) AS bucket, device_id, avg(v1) AS avg_v1, max(v2) AS max_v2 FROM metrics_tstz WHERE ts >= '2026-02-20' AND ts < '2026-03-23' GROUP BY 1, 2"
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q4,3,0.572,16.648,9025,0,5,5,10,0,t,1000,148800,0,"SELECT time_bucket(interval '7 days', ts) AS bucket, device_id, avg(v1) AS avg_v1, max(v2) AS max_v2 FROM metrics_tstz WHERE ts >= '2026-02-20' AND ts < '2026-03-23' GROUP BY 1, 2"
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q4-np,1,0.615,22.628,9025,0,5,5,10,0,t,1000,148800,0,"SELECT time_bucket(interval '7 days', ts) AS bucket, device_id, avg(v1) AS avg_v1, max(v2) AS max_v2 FROM metrics_tstz WHERE ts >= '2026-02-20' AND ts < '2026-03-23' GROUP BY 1, 2"
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q4-np,2,0.552,16.564,9025,0,5,5,10,0,t,1000,148800,0,"SELECT time_bucket(interval '7 days', ts) AS bucket, device_id, avg(v1) AS avg_v1, max(v2) AS max_v2 FROM metrics_tstz WHERE ts >= '2026-02-20' AND ts < '2026-03-23' GROUP BY 1, 2"
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q4-np,3,0.552,16.596,9025,0,5,5,10,0,t,1000,148800,0,"SELECT time_bucket(interval '7 days', ts) AS bucket, device_id, avg(v1) AS avg_v1, max(v2) AS max_v2 FROM metrics_tstz WHERE ts >= '2026-02-20' AND ts < '2026-03-23' GROUP BY 1, 2"
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q5,1,0.521,0.057,23,0,1,1,2,0,t,24,24,0,SELECT * FROM metrics_tstz WHERE device_id = 17 AND ts = '2026-03-07'
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q5,2,0.162,0.039,23,0,1,1,2,0,t,24,24,0,SELECT * FROM metrics_tstz WHERE device_id = 17 AND ts = '2026-03-07'
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q5,3,0.164,0.035,23,0,1,1,2,0,t,24,24,0,SELECT * FROM metrics_tstz WHERE device_id = 17 AND ts = '2026-03-07'
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q5-np,1,0.467,0.059,23,0,1,1,2,0,t,24,24,0,SELECT * FROM metrics_tstz WHERE device_id = 17 AND ts = '2026-03-07'
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q5-np,2,0.148,0.037,23,0,1,1,2,0,t,24,24,0,SELECT * FROM metrics_tstz WHERE device_id = 17 AND ts = '2026-03-07'
int-after-ac62b98-20260922T115004Z,int-after,ac62b98,metrics_tstz,Q5-np,3,0.123,0.034,23,0,1,1,2,0,t,24,24,0,SELECT * FROM metrics_tstz WHERE device_id = 17 AND ts = '2026-03-07'
